Date,Country,Cumulative number of case(s),Number of deaths,Number recovered,type
7/4/2003,United Kingdom,4,0,4,sars
7/4/2003,United States,73,0,65,sars
7/4/2003,Viet Nam,63,5,58,sars
7/7/2003,Brazil,1,0,1,sars
7/7/2003,Canada,251,38,193,sars
7/7/2003,China,5327,348,4934,sars
7/7/2003,"Hong Kong SAR, China",1755,298,1430,sars
7/7/2003,"Macao SAR, China",1,0,1,sars
7/7/2003,"Taiwan, China",674,84,500,sars
7/7/2003,Colombia,1,0,1,sars
7/7/2003,Finland,1,0,1,sars
7/7/2003,France,7,0,6,sars
7/7/2003,Germany,10,0,9,sars
7/7/2003,India,3,0,3,sars
7/7/2003,Indonesia,2,0,2,sars
7/7/2003,Italy,4,0,4,sars
7/7/2003,Kuwait,1,0,1,sars
7/7/2003,Malaysia,5,2,3,sars
7/7/2003,Mongolia,9,0,9,sars
7/7/2003,New Zealand,1,0,1,sars
7/7/2003,Philippines,14,2,12,sars
7/7/2003,Republic of Ireland,1,0,1,sars
7/7/2003,Republic of Korea,3,0,3,sars
7/7/2003,Romania,1,0,1,sars
7/7/2003,Russian Federation,1,0,0,sars
7/7/2003,Singapore,206,32,171,sars
7/7/2003,South Africa,1,1,0,sars
7/7/2003,Spain,1,0,1,sars
7/7/2003,Sweden,3,0,3,sars
7/7/2003,Switzerland,1,0,1,sars
7/7/2003,Thailand,9,2,7,sars
7/7/2003,United Kingdom,4,0,4,sars
7/7/2003,United States,73,0,65,sars
7/7/2003,Viet Nam,63,5,58,sars
7/8/2003,Brazil,1,0,1,sars
7/8/2003,Canada,250,38,194,sars
7/8/2003,China,5327,348,4934,sars
7/8/2003,"Hong Kong SAR, China",1755,298,1430,sars
7/8/2003,"Macao SAR, China",1,0,1,sars
7/8/2003,"Taiwan, China",671,84,502,sars
7/8/2003,Colombia,1,0,1,sars
7/8/2003,Finland,1,0,1,sars
7/8/2003,France,7,0,6,sars
7/8/2003,Germany,10,0,9,sars
7/8/2003,India,3,0,3,sars
7/8/2003,Indonesia,2,0,2,sars
7/8/2003,Italy,4,0,4,sars
7/8/2003,Kuwait,1,0,1,sars
7/8/2003,Malaysia,5,2,3,sars
7/8/2003,Mongolia,9,0,9,sars
7/8/2003,New Zealand,1,0,1,sars
7/8/2003,Philippines,14,2,12,sars
7/8/2003,Republic of Ireland,1,0,1,sars
7/8/2003,Republic of Korea,3,0,3,sars
7/8/2003,Romania,1,0,1,sars
7/8/2003,Russian Federation,1,0,0,sars
7/8/2003,Singapore,206,32,171,sars
7/8/2003,South Africa,1,1,0,sars
7/8/2003,Spain,1,0,1,sars
7/8/2003,Sweden,3,0,3,sars
7/8/2003,Switzerland,1,0,1,sars
7/8/2003,Thailand,9,2,7,sars
7/8/2003,United Kingdom,4,0,4,sars
7/8/2003,United States,74,0,64,sars
7/8/2003,Viet Nam,63,5,58,sars
7/9/2003,Brazil,1,0,1,sars
7/9/2003,Canada,249,38,193,sars
7/9/2003,China,5327,348,4939,sars
7/9/2003,"Hong Kong SAR, China",1755,298,1431,sars
7/9/2003,"Macao SAR, China",1,0,1,sars
7/9/2003,"Taiwan, China",671,84,504,sars
7/9/2003,Colombia,1,0,1,sars
7/9/2003,Finland,1,0,1,sars
7/9/2003,France,7,0,6,sars
7/9/2003,Germany,10,0,9,sars
7/9/2003,India,3,0,3,sars
7/9/2003,Indonesia,2,0,2,sars
7/9/2003,Italy,4,0,4,sars
7/9/2003,Kuwait,1,0,1,sars
7/9/2003,Malaysia,5,2,3,sars
7/9/2003,Mongolia,9,0,9,sars
7/9/2003,New Zealand,1,0,1,sars
7/9/2003,Philippines,14,2,12,sars
7/9/2003,Republic of Ireland,1,0,1,sars
7/9/2003,Republic of Korea,3,0,3,sars
7/9/2003,Romania,1,0,1,sars
7/9/2003,Russian Federation,1,0,0,sars
7/9/2003,Singapore,206,32,171,sars
7/9/2003,South Africa,1,1,0,sars
7/9/2003,Spain,1,0,1,sars
7/9/2003,Sweden,3,0,3,sars
7/9/2003,Switzerland,1,0,1,sars
7/9/2003,Thailand,9,2,7,sars
7/9/2003,United Kingdom,4,0,4,sars
7/9/2003,United States,75,0,67,sars
7/9/2003,Viet Nam,63,5,58,sars
7/10/2003,Brazil,1,0,1,sars
7/10/2003,Canada,250,38,194,sars
7/10/2003,China,5327,348,4941,sars
7/10/2003,"Hong Kong SAR, China",1755,298,1431,sars
7/10/2003,"Macao SAR, China",1,0,1,sars
7/10/2003,"Taiwan, China",671,84,506,sars
7/10/2003,Colombia,1,0,1,sars
7/10/2003,Finland,1,0,1,sars
7/10/2003,France,7,0,6,sars
7/10/2003,Germany,10,0,9,sars
7/10/2003,India,3,0,3,sars
7/10/2003,Indonesia,2,0,2,sars
7/10/2003,Italy,4,0,4,sars
7/10/2003,Kuwait,1,0,1,sars
7/10/2003,Malaysia,5,2,3,sars
7/10/2003,Mongolia,9,0,9,sars
7/10/2003,New Zealand,1,0,1,sars
7/10/2003,Philippines,14,2,12,sars
7/10/2003,Republic of Ireland,1,0,1,sars
7/10/2003,Republic of Korea,3,0,3,sars
7/10/2003,Romania,1,0,1,sars
7/10/2003,Russian Federation,1,0,0,sars
7/10/2003,Singapore,206,32,172,sars
7/10/2003,South Africa,1,1,0,sars
7/10/2003,Spain,1,0,1,sars
7/10/2003,Sweden,3,0,3,sars
7/10/2003,Switzerland,1,0,1,sars
7/10/2003,Thailand,9,2,7,sars
7/10/2003,United Kingdom,4,0,4,sars
7/10/2003,United States,75,0,67,sars
7/10/2003,Viet Nam,63,5,58,sars
7/11/2003,Brazil,1,0,1,sars
7/11/2003,Canada,250,38,194,sars
7/11/2003,China,5327,348,4941,sars
7/11/2003,"Hong Kong SAR, China",1755,298,1433,sars
7/11/2003,"Macao SAR, China",1,0,1,sars
7/11/2003,"Taiwan, China",671,84,507,sars
7/11/2003,Colombia,1,0,1,sars
7/11/2003,Finland,1,0,1,sars
7/11/2003,France,7,1,6,sars
7/11/2003,Germany,10,0,9,sars
7/11/2003,India,3,0,3,sars
7/11/2003,Indonesia,2,0,2,sars
7/11/2003,Italy,4,0,4,sars
7/11/2003,Kuwait,1,0,1,sars
7/11/2003,Malaysia,5,2,3,sars
7/11/2003,Mongolia,9,0,9,sars
7/11/2003,New Zealand,1,0,1,sars
7/11/2003,Philippines,14,2,12,sars
7/11/2003,Republic of Ireland,1,0,1,sars
7/11/2003,Republic of Korea,3,0,3,sars
7/11/2003,Romania,1,0,1,sars
7/11/2003,Russian Federation,1,0,0,sars
7/11/2003,Singapore,206,32,172,sars
7/11/2003,South Africa,1,1,0,sars
7/11/2003,Spain,1,0,1,sars
7/11/2003,Sweden,3,0,3,sars
7/11/2003,Switzerland,1,0,1,sars
7/11/2003,Thailand,9,2,7,sars
7/11/2003,United Kingdom,4,0,4,sars
7/11/2003,United States,75,0,67,sars
7/11/2003,Viet Nam,63,5,58,sars
